CGNDB ID,Geographical Name,Generic Term,Latitude,Longitude,Province - Territory
BADJW,MacLeods Island,Island,46.2762720,-63.0469980,Prince Edward Island
BADJX,MacLeods Point,Point,46.0213800,-62.5890700,Prince Edward Island
BADJY,MacLeods Pond,Pond,46.0931400,-62.7516760,Prince Edward Island
BADJZ,MacLeods Pond,Pond,46.4897170,-63.6125900,Prince Edward Island
BADKB,MacLures Pond,Pond,46.0122340,-62.6254100,Prince Edward Island
BADKA,MacLures Pond,Pond,46.0749640,-62.4643050,Prince Edward Island
BADKD,MacMillans Pond,Pond,46.2167330,-62.8046660,Prince Edward Island
BADKE,MacNeills Point,Point,46.1933290,-63.2682010,Prince Edward Island
BADKF,MacNeills Pond,Pond,46.2032240,-62.7041800,Prince Edward Island
BADKG,MacNeills Pond,Pond,46.2656070,-63.1573950,Prince Edward Island
BADKH,MacPhails Pond,Pond,46.1616180,-62.8164400,Prince Edward Island
BADKI,MacPhee Beach,Beach,46.1949580,-62.5157460,Prince Edward Island
BADKK,MacPhee Shoal,Shoal,46.2000000,-62.5000000,Prince Edward Island
BADKJ,MacPhees Point,Point,46.4189680,-62.8209140,Prince Edward Island
BADKL,MacPhees Shore,Shore,46.4149270,-62.8152280,Prince Edward Island
BADKM,MacPhersons Cove,Cove,46.2359430,-62.4188770,Prince Edward Island
BAEYW,MacPhersons Creek,Creek,45.9610490,-62.6741100,Prince Edward Island
BADKN,MacPhersons Pond,Pond,46.0653480,-62.6896480,Prince Edward Island
BADKP,MacPhersons Pond,Pond,46.2388580,-62.4222840,Prince Edward Island
BADKQ,MacVanes Pond,Pond,46.4075830,-62.0672720,Prince Edward Island
BADKR,MacWilliams Brook,Brook,46.6883540,-64.4104480,Prince Edward Island
BADKS,MacWilliams Cove,Cove,46.6899700,-64.4136890,Prince Edward Island
BADKT,MacWilliams Pond,Pond,46.6833330,-64.4166670,Prince Edward Island
BADKU,MacWilliams Shore,Shore,46.6908570,-64.4110830,Prince Edward Island
BADJG,Machons Point,Point,46.0173910,-62.5088360,Prince Edward Island
BADKV,Maitland Flat,Flat,46.2101620,-62.5163120,Prince Edward Island
BADKW,Malletts Pond,Pond,46.4166670,-63.4833330,Prince Edward Island
BADKX,Malpeque,Locality,46.5262420,-63.6862000,Prince Edward Island
BADKY,Malpeque Bay,Bay,46.5333330,-63.7833330,Prince Edward Island
BAEFU,Malpeque Bay,Community,46.5128600,-63.6557700,Prince Edward Island
BAEAR,Malpeque Harbour,Harbour,46.5669690,-63.7177290,Prince Edward Island
BADLA,Malpeque Sand Hills,Sand Hills,46.6106310,-63.7879620,Prince Edward Island
BADLB,Mandersons Cove,Cove,46.4985240,-63.8864020,Prince Edward Island
BADLC,Maple Hill,Locality,46.3502290,-62.8605710,Prince Edward Island
BADLE,Maple Plains,Locality,46.2920800,-63.5585800,Prince Edward Island
BADLF,Maplewood,Locality,46.2833330,-63.4500000,Prince Edward Island
BADLI,March Water,Bay,46.5166670,-63.7166670,Prince Edward Island
BADLG,Marchbanks Pond,Pond,46.3950680,-63.6913960,Prince Edward Island
BADLJ,Margate,Locality,46.4589030,-63.5883870,Prince Edward Island
BADLK,Marie,Locality,46.4050380,-62.6591050,Prince Edward Island
BADLL,Marie River,River,46.4158730,-62.6516540,Prince Edward Island
BADLS,Marsh Point,Point,46.6547710,-63.9073150,Prince Edward Island
BADLR,Marsh Point,Point,46.1321820,-62.5010590,Prince Edward Island
BADLP,Marshalls Pond,Pond,46.3910740,-63.1198930,Prince Edward Island
BADLQ,Marshfield,Locality,46.3028100,-63.0690440,Prince Edward Island
BADBM,Martins Creek,Creek,46.0905340,-62.9167440,Prince Edward Island
BADLV,Martins Pond,Pond,46.1950680,-62.6966420,Prince Edward Island
BADLW,Martinvale,Locality,46.2955260,-62.6436200,Prince Edward Island
BADLX,Mary Fraser Island,Island,46.4639750,-63.8336280,Prince Edward Island
BADLZ,Mary River,River,46.6916600,-64.1123030,Prince Edward Island
BADMA,Mathesons Pond,Pond,46.1020860,-62.7396030,Prince Edward Island
BADMC,Matters Pond,Pond,46.2757190,-63.4747120,Prince Edward Island
BADMD,Maximeville,Locality,46.4319470,-64.1346350,Prince Edward Island
BADMF,Mayfield,Locality,46.4492340,-63.3559480,Prince Edward Island
BADMH,McAllisters Point,Point,46.4731310,-63.5098500,Prince Edward Island
BADMI,McAskill River,River,46.4682150,-62.5378710,Prince Edward Island
BADBR,McCallum Creek,Creek,46.4166670,-63.1833330,Prince Edward Island
BADMK,McDonald Point,Point,46.3692700,-63.7655940,Prince Edward Island
BADBS,McEwens Creek,Creek,46.2322790,-63.1641540,Prince Edward Island
BADMM,McEwens Island,Island,46.4940040,-63.4822110,Prince Edward Island
BADMN,McFarlane Cove,Cove,46.2585060,-62.3861620,Prince Edward Island
BADMO,McInnis Point,Point,46.0368320,-62.5369790,Prince Edward Island
BADMQ,McInnis Point,Point,46.1214510,-62.9487720,Prince Edward Island
BADMS,McIntyres Pond,Pond,46.5225760,-63.8717080,Prince Edward Island
BADMT,McIsaac Cape,Cape,46.6038380,-64.1660970,Prince Edward Island
BADMV,McKays Pond,Pond,46.3629770,-63.1571540,Prince Edward Island
BADBX,McKies Creek,Creek,46.2039350,-63.1504930,Prince Edward Island
BADMW,McKies Shore,Shore,46.6171150,-64.0815400,Prince Edward Island
BADMX,McKinnon Point,Point,46.3541230,-62.1711890,Prince Edward Island
BADMY,McMillan Point,Point,46.4220940,-63.1648330,Prince Edward Island
BADMZ,McMillans Pond,Pond,46.3923570,-63.1662520,Prince Edward Island
BADNE,McNallys Point,Point,46.7397980,-64.0706260,Prince Edward Island
BADNG,McNeills Mills,Locality,46.6331420,-63.9681600,Prince Edward Island
BADNH,McNeills Point,Point,46.4798610,-63.9314350,Prince Edward Island
BADBZ,McPhee Creek,Creek,46.2000000,-63.3000000,Prince Edward Island
BADNK,McVarishs Pond,Pond,46.4053670,-62.2561090,Prince Edward Island
BAEDP,Meadow Bank,Community,46.2009130,-63.2282260,Prince Edward Island
BBAGN,Meadowbank,Community,46.2000000,-63.2333330,Prince Edward Island
BADNN,Meadowfoot Point,Point,46.1356670,-62.5289790,Prince Edward Island
BADCD,Meggisons Creek,Creek,46.7754690,-64.1260280,Prince Edward Island
BABSC,Mellishs Pond,Pond,46.1944220,-62.6808350,Prince Edward Island
BADNO,Melville,Locality,46.0193230,-62.8270150,Prince Edward Island
BADNQ,Mermaid,Locality,46.2620020,-63.0362550,Prince Edward Island
BADNR,Mermaid Cove,Cove,46.2664600,-63.0511810,Prince Edward Island
BADCF,Middle Creek,Creek,46.4421860,-63.7920400,Prince Edward Island
BADNV,Middle Ground,Ground,46.2500000,-62.4333330,Prince Edward Island
BADNU,Middle Ground,Ground,46.2166670,-63.1333330,Prince Edward Island
BADNX,Middleton,Locality,46.3216580,-63.6449790,Prince Edward Island
BADNY,Middleton Pond,Pond,46.3203990,-63.6252200,Prince Edward Island
BADNZ,Midgell,Locality,46.4134930,-62.6371410,Prince Edward Island
BADOA,Midgell River,River,46.4163000,-62.6257500,Prince Edward Island
BADOC,Milburn,Locality,46.6621550,-64.2740660,Prince Edward Island
BADOB,Milburn,Locality,46.3622830,-62.6366220,Prince Edward Island
BADVS,Mill Brook,Brook,46.4525460,-63.3159850,Prince Edward Island
BADCO,Mill Creek,Creek,46.3721830,-62.8642880,Prince Edward Island
BADCN,Mill Creek,Creek,46.2966530,-62.5223070,Prince Edward Island
BADCI,Mill Creek,Creek,46.2132720,-63.2016860,Prince Edward Island
BADCK,Mill Creek,Creek,46.2033980,-62.9637050,Prince Edward Island
BACUS,Mill Creek,Creek,46.5651190,-63.8514900,Prince Edward Island
BABSI,Mill River,River,46.7683410,-64.0769460,Prince Edward Island
BABSJ,Mill River East,Locality,46.7660630,-64.1453520,Prince Edward Island
BAEUL,Mill River Provincial Park,Provincial Park,46.7485250,-64.1754200,Prince Edward Island
BABSK,Mill Road,Locality,46.7459110,-64.1248290,Prince Edward Island
BABSQ,Mill Valley,Locality,46.4020040,-63.6278040,Prince Edward Island
BADOE,Millcove,Locality,46.3574910,-63.0336270,Prince Edward Island
BADCQ,Millers Creek,Creek,46.3115820,-62.9901320,Prince Edward Island
BABSF,Milligans Pond,Pond,46.6891470,-64.0115590,Prince Edward Island
BABTV,Milligans Wharf,Wharf,46.6551130,-63.9118950,Prince Edward Island
BABSL,Mills Point,Locality,46.4503490,-63.7053110,Prince Edward Island
BABSM,Mills Point,Point,46.4560820,-63.7096820,Prince Edward Island
BABSO,Milltown Cross,Locality,46.1035670,-62.6222560,Prince Edward Island
BABSP,Millvale,Locality,46.4103270,-63.4225980,Prince Edward Island
BABSR,Millview,Locality,46.1990920,-62.8749770,Prince Edward Island
BADWN,Milne Bank,Bank,46.3666670,-61.9166670,Prince Edward Island
BABSS,Milo,Locality,46.6475840,-64.2238430,Prince Edward Island
BABSV,Milton Station,Locality,46.3021040,-63.2119210,Prince Edward Island
BAEKK,Miltonvale Park,Community,46.3142200,-63.2281200,Prince Edward Island
BAEHN,Miminegash,Locality,46.8810000,-64.2260000,Prince Edward Island
BABSX,Miminegash Harbour,Harbour,46.8833330,-64.2333330,Prince Edward Island
BABSY,Miminegash Pond,Pond,46.8658200,-64.2302120,Prince Edward Island
BABSZ,Miminegash Reef,Reef,46.8833330,-64.2500000,Prince Edward Island
BABTA,Miminegash River,River,46.8794740,-64.2333470,Prince Edward Island
BABTB,Miminegash Run,Run,46.8794750,-64.2345700,Prince Edward Island
BABTC,Mink River,River,46.0551950,-62.5297370,Prince Edward Island
BABTD,Miscouche,Community,46.4326150,-63.8682550,Prince Edward Island
BADWO,Miscouche Bank,Bank,46.3832070,-63.8833500,Prince Edward Island
BABTE,Miscouche Cove,Cove,46.3981900,-63.8695820,Prince Edward Island
BABTI,Mitchell River,River,46.2258550,-62.5529960,Prince Edward Island
BAEYN,Mont-Carmel,Locality,46.4000000,-64.0333330,Prince Edward Island
BABTL,Montague,Town,46.1691880,-62.6506810,Prince Edward Island
BABTM,Montague Junction,Former Railway Point,46.2210170,-62.6030260,Prince Edward Island
BABTN,Montague River,River,46.1754490,-62.5564460,Prince Edward Island
BABTO,Monticello,Locality,46.4609530,-62.4491630,Prince Edward Island
BABTP,Montrose,Locality,46.8686680,-64.0656410,Prince Edward Island
BABTQ,Montrose River,River,46.8560980,-64.0623020,Prince Edward Island
BABTR,Mooneys Pond,Pond,46.2942120,-62.7700880,Prince Edward Island
BABTS,Moores Hill,Hill,46.3598670,-62.6299300,Prince Edward Island
BABTU,Moores Point,Point,46.5594700,-64.0751890,Prince Edward Island
BABTT,Moores Point,Point,46.1880720,-62.9872750,Prince Edward Island
BABTW,Moores Pond,Pond,46.2790760,-63.1896630,Prince Edward Island
BABTX,Moores Sanctuary Ponds,Ponds,46.1094280,-62.6282710,Prince Edward Island
BABTY,Morell,Community,46.4162260,-62.7050600,Prince Edward Island
BAEYK,Morell 2,Indian Reserve,46.3579497,-62.7066916,Prince Edward Island
BABTZ,Morell East,Locality,46.3898430,-62.6831440,Prince Edward Island
BABUB,Morell River,River,46.4238600,-62.6865890,Prince Edward Island
BABUC,Morrison Beach,Beach,46.2146070,-62.5469480,Prince Edward Island
BABUD,Morrison Pond,Pond,46.2481800,-62.4529830,Prince Edward Island
BABUE,Morrisons Pond,Pond,46.5575270,-63.6375400,Prince Edward Island
BADCW,Mosquito Creek,Creek,46.2175260,-62.4720690,Prince Edward Island
BABUG,Mosquito Sands,Bar,46.2000000,-62.4666670,Prince Edward Island
BABUH,Moss Lake,Lake,46.2313020,-62.9123580,Prince Edward Island
BABUI,Mossy Point,Point,46.5834300,-64.0853990,Prince Edward Island
BABUK,Mount Albion,Locality,46.2299270,-62.9445470,Prince Edward Island
BABUL,Mount Buchanan,Locality,46.0807740,-62.9379200,Prince Edward Island
BABUN,Mount Herbert,Locality,46.2303750,-63.0393980,Prince Edward Island
BABUO,Mount Hope,Locality,46.3675000,-62.5000000,Prince Edward Island
BABUP,Mount Mellick,Locality,46.2027300,-62.9462730,Prince Edward Island
BABUS,Mount Pleasant,Locality,46.5805570,-64.0088450,Prince Edward Island
BABUT,Mount Royal,Locality,46.6826820,-64.2602820,Prince Edward Island
BABUV,Mount Ryan Hill,Hill,46.2714480,-63.0142500,Prince Edward Island
BABUW,Mount Stewart,Community,46.3676070,-62.8751530,Prince Edward Island
BBAGO,Mount Tryon,Community,46.2833330,-63.5833330,Prince Edward Island
BABUY,Mount Vernon,Locality,46.0159980,-62.7435470,Prince Edward Island
BABUZ,Muddigger Point,Point,46.6183080,-63.9092260,Prince Edward Island
BADCX,Muddy Creek,Creek,46.4186030,-63.9387040,Prince Edward Island
BABVA,Muddy Creek,Locality,46.4225000,-63.9680560,Prince Edward Island
BABVC,Munns Point,Point,46.2622870,-63.0634010,Prince Edward Island
BABVD,Munns Pond,Pond,46.2086830,-62.6576640,Prince Edward Island
BABVE,Munns Road,Locality,46.4197780,-62.0884970,Prince Edward Island
BABVG,Murray Harbour,Community,46.0059940,-62.5275230,Prince Edward Island
BABVH,Murray Harbour,Harbour,46.0263150,-62.4894930,Prince Edward Island
BABVI,Murray Harbour North,Locality,46.0561790,-62.4856370,Prince Edward Island
BABVL,Murray Head,Head,46.0184230,-62.4546720,Prince Edward Island
BABVM,Murray Island,Island,46.3532030,-63.7259870,Prince Edward Island
BABVN,Murray Islands,Islands,46.0251670,-62.4962860,Prince Edward Island
BABVP,Murray River,Community,46.0169620,-62.6155080,Prince Edward Island
BABVO,Murray River,River,46.0333330,-62.5333330,Prince Edward Island
BABVQ,Murray Road,Locality,46.7028790,-63.9817280,Prince Edward Island
BABVR,Mutchs Point,Point,46.1241580,-62.9278400,Prince Edward Island
BABVV,Nail Head,Head,46.9827210,-64.0951640,Prince Edward Island
BABVW,Nail Pond,Locality,46.9847220,-64.0638890,Prince Edward Island
BABVX,Nail Pond,Pond,46.9964740,-64.0526990,Prince Edward Island
BADDA,Narrows Creek,Creek,46.2676550,-62.4932240,Prince Edward Island
BABWC,Narrows Point,Point,46.2688560,-62.4947980,Prince Edward Island
BABWE,Naufrage,Locality,46.4676410,-62.4166770,Prince Edward Island
BADUQ,Naufrage Harbour,Harbour,46.4692310,-62.4162560,Prince Edward Island
BABWF,Naufrage Pond,Pond,46.4648230,-62.4199630,Prince Edward Island
BABWG,Naufrage River,River,46.4686540,-62.4168250,Prince Edward Island
BADUR,Nebraska Creek,Creek,46.4785550,-63.9263720,Prince Edward Island
BABWJ,New Acadia,Locality,46.3998660,-62.3961560,Prince Edward Island
BABWL,New Annan,Locality,46.4197010,-63.7117340,Prince Edward Island
BABWN,New Argyle,Locality,46.1697670,-63.3041900,Prince Edward Island
BABWO,New Dominion,Locality,46.1749050,-63.2401930,Prince Edward Island
BABWP,New Glasgow,Locality,46.4104920,-63.3495160,Prince Edward Island
BABWQ,New Glasgow Mills,Locality,46.4342390,-63.3477800,Prince Edward Island
BABWR,New Harmony,Locality,46.4166670,-62.2333330,Prince Edward Island
BABWS,New Haven,Locality,46.2192390,-63.2976560,Prince Edward Island
BAEDK,New Haven-Riverdale,Community,46.2267200,-63.3240900,Prince Edward Island
BABWT,New London,Locality,46.4644940,-63.5111890,Prince Edward Island
BABWU,New London Bay,Bay,46.5021000,-63.4567510,Prince Edward Island
BABWW,New Perth,Locality,46.2121370,-62.6984540,Prince Edward Island
BABXC,New Zealand,Locality,46.4099890,-62.3130480,Prince Edward Island
BABWX,Newport,Locality,46.2181660,-62.5278850,Prince Edward Island
BABWY,Newton,Locality,46.3405130,-63.5863230,Prince Edward Island
BABWZ,Newtown Cross,Locality,46.1283090,-62.8225960,Prince Edward Island
BABXA,Newtown River,River,46.1085670,-62.8867510,Prince Edward Island
BABXD,Nicholson Point,Point,45.9881040,-62.8700950,Prince Edward Island
BABXE,Nicolle Cove,Cove,46.0230190,-62.5332180,Prince Edward Island
BABXF,Nicolle Point,Point,46.0272470,-62.5347590,Prince Edward Island
BADVM,Nine Mile Creek,Locality,46.1471640,-63.2331320,Prince Edward Island
BADDF,Nine Mile Creek,Creek,46.1524260,-63.2288020,Prince Edward Island
BABXG,Noonans Marsh,Marsh,46.2600040,-63.6933550,Prince Edward Island
BABXH,Norboro,Locality,46.4113140,-63.5757090,Prince Edward Island
BABXJ,Norris Pond,Pond,46.3484750,-62.2363470,Prince Edward Island
BABXL,North Bedeque,Locality,46.3660860,-63.7223610,Prince Edward Island
BABXM,North Branch Pinette River,Branch,46.0591270,-62.9105040,Prince Edward Island
BABXN,North Brook,Brook,46.3462750,-63.6321940,Prince Edward Island
BABXO,North Cape,Cape,47.0584200,-63.9965320,Prince Edward Island
BADUZ,North Cape Reef,Reef,47.1166670,-63.9500000,Prince Edward Island
BABXP,North Carleton,Locality,46.2883220,-63.6985940,Prince Edward Island
BABXQ,North Enmore,Locality,46.6021770,-64.0554160,Prince Edward Island
BABXT,North Lake,Lake,46.4621360,-62.0813440,Prince Edward Island
BABXS,North Lake,Locality,46.4609410,-62.0649940,Prince Edward Island
BADDK,North Lake Creek,Creek,46.4680960,-62.0685610,Prince Edward Island
BABXU,North Lake Harbour,Harbour,46.4688710,-62.0684140,Prince Edward Island
BABXW,North Milton,Locality,46.3338860,-63.2146810,Prince Edward Island
BABXY,North Point,Point,46.2135100,-63.1615630,Prince Edward Island
BABYA,North River,Locality,46.2583330,-63.1958330,Prince Edward Island
BADUS,North River,River,46.2259770,-63.1508380,Prince Edward Island
BABYB,North Rustico,Town,46.4583140,-63.3129950,Prince Edward Island
BABYC,North Rustico Beach,Beach,46.4607280,-63.2953880,Prince Edward Island
BABYE,North Rustico Harbour,Locality,46.4564580,-63.2935810,Prince Edward Island
BABYD,North Rustico Harbour,Harbour,46.4504410,-63.2956710,Prince Edward Island
BAELR,North Shore,Community,46.3868800,-63.1211000,Prince Edward Island
BABYF,North St. Eleanors,Locality,46.4440060,-63.8122460,Prince Edward Island
BABYG,North Tryon,Locality,46.2509240,-63.5473300,Prince Edward Island
BADVH,North Wiltshire,Locality,46.3014820,-63.3330190,Prince Edward Island
BAEKE,North Wiltshire,Community,46.2983300,-63.3237900,Prince Edward Island
BBAGZ,North Winsloe,Community,46.3500000,-63.2000000,Prince Edward Island
